date,account_id,account_name,campaign_id,campaign_name,campaign_type,ad_group_id,ad_group_name,keyword,match_type,device,country,impressions,clicks,ctr,avg_cpc,cost,conversions,conversion_value,gclid,utm_source,utm_medium,utm_campaign,utm_content,utm_term,quality_score
2026-03-25,645113,ABC Marketing,1430,Performance Max,Performance Max,8810,Performance,digital marketing,Broad,Desktop,United Kingdom,3179,108,3.4,0.64,69.12,0,0.0,GCLID_D86294D562064587,google,cpc,performance_max,ad_1,mobile phones,7
2026-06-05,477465,ABC Marketing,7170,Education Campaign,Display,9273,Brand,holiday packages,Phrase,Desktop,Canada,11288,1158,10.26,3.28,3798.24,65,24478.7,GCLID_AF39B7E246474432,google,cpc,education_campaign,ad_7,bigquery tutorial,4
2026-02-18,565255,ABC Marketing,4818,Summer Sale,Performance Max,6610,Shopping,crm software,Exact,Mobile,Australia,13775,720,5.23,4.58,3297.6,6,2817.08,GCLID_440C5281EE8C4D0A,google,cpc,summer_sale,ad_1,bigquery tutorial,4
2026-05-07,667117,ABC Marketing,4708,Electronics Festival,Display,8496,Video,credit card,Phrase,Desktop,Canada,10953,186,1.7,3.05,567.3,0,0.0,GCLID_1382B46B56744FC7,google,cpc,electronics_festival,ad_5,health insurance,7
2026-01-16,146048,ABC Marketing,3226,Spring Offers,Performance Max,8505,Video,gcp training,Exact,Mobile,Canada,11744,1361,11.59,2.58,3511.38,56,24176.34,GCLID_90D26CB06ECC44F1,google,cpc,spring_offers,ad_3,cloud engineer,8
2026-02-15,491020,ABC Marketing,6729,Spring Offers,Display,5800,Brand,health insurance,Phrase,Desktop,Germany,14664,1654,11.28,1.65,2729.1,152,49254.23,GCLID_F6A9D9A0C51C4CC6,google,cpc,spring_offers,ad_8,gcp training,7
2026-05-22,778037,ABC Marketing,7764,Travel Deals,Performance Max,9311,Performance,gaming laptop,Phrase,Tablet,Germany,9130,545,5.97,0.25,136.25,42,5345.69,GCLID_8E90C7A2CE504AA8,google,cpc,travel_deals,ad_3,python course,7
2026-02-08,387710,ABC Marketing,1478,Performance Max,Display,6542,Search,bigquery tutorial,Exact,Tablet,Singapore,10945,1130,10.33,1.1,1243.0,67,5551.1,GCLID_DB2981E302434165,google,cpc,performance_max,ad_3,mobile phones,7
2026-01-10,212255,ABC Marketing,1781,Travel Deals,Display,7022,Video,holiday packages,Broad,Mobile,Singapore,6475,503,7.77,0.76,382.28,47,5108.58,GCLID_B464F7F1783942E6,google,cpc,travel_deals,ad_10,buy laptop,3
2026-06-09,764831,ABC Marketing,2599,Remarketing,Display,9173,Display,credit card,Phrase,Tablet,Canada,18727,810,4.33,0.84,680.4,61,25509.4,GCLID_223F7822DDC94A02,google,cpc,remarketing,ad_2,buy laptop,9
2026-01-17,176824,ABC Marketing,7784,Loan Promotion,Display,7445,Brand,cloud engineer,Exact,Tablet,Germany,14892,199,1.34,4.45,885.55,9,2284.66,GCLID_5EE0920FADC54ABA,google,cpc,loan_promotion,ad_7,credit card,10
2026-01-01,828656,ABC Marketing,8566,Performance Max,Display,5966,Performance,digital marketing,Phrase,Tablet,United States,9043,831,9.2,2.26,1878.06,77,6389.54,GCLID_86A3972D14274ADD,google,cpc,performance_max,ad_10,digital marketing,5
2026-04-14,876656,ABC Marketing,9404,Winter Sale,Shopping,8223,Remarketing,credit card,Exact,Mobile,United States,15951,1218,7.64,0.35,426.3,102,18917.79,GCLID_274518AF9CBA4541,google,cpc,winter_sale,ad_8,mobile phones,9
2026-02-19,201853,ABC Marketing,2430,Electronics Festival,Search,6762,Remarketing,holiday packages,Exact,Tablet,United States,6351,536,8.44,2.14,1147.04,46,8789.55,GCLID_EA179F6E744543D6,google,cpc,electronics_festival,ad_7,cloud engineer,7
2026-02-27,225696,ABC Marketing,4367,Mobile App Install,Display,9394,Search,gaming laptop,Exact,Mobile,Australia,10576,580,5.49,5.25,3045.0,18,1529.92,GCLID_9858A15184264537,google,cpc,mobile_app_install,ad_7,bigquery tutorial,5
2026-01-09,842888,ABC Marketing,5781,Loan Promotion,Performance Max,5031,Performance,bigquery tutorial,Phrase,Mobile,Singapore,7285,776,10.66,5.38,4174.88,18,8378.08,GCLID_050E38F9F3414A1A,google,cpc,loan_promotion,ad_8,holiday packages,3
2026-01-28,638712,ABC Marketing,8826,Winter Sale,Performance Max,5838,Performance,mobile phones,Phrase,Tablet,India,15507,383,2.47,4.51,1727.33,33,9679.6,GCLID_D66EA573F2434D0E,google,cpc,winter_sale,ad_5,bigquery tutorial,4
2026-06-28,211110,ABC Marketing,2185,Electronics Festival,Shopping,6328,Shopping,python course,Exact,Desktop,Australia,10542,1187,11.26,5.44,6457.28,62,20795.59,GCLID_015D5AD3660246F3,google,cpc,electronics_festival,ad_4,crm software,9
2026-03-19,159419,ABC Marketing,7516,Winter Sale,Display,6333,Performance,credit card,Broad,Mobile,United States,2813,291,10.36,4.58,1332.78,5,1696.08,GCLID_C06C000B37E44F21,google,cpc,winter_sale,ad_2,airflow course,10
2026-02-24,127623,ABC Marketing,8779,Spring Offers,Display,8444,Shopping,cheap mobile,Exact,Tablet,Australia,18548,1456,7.85,4.8,6988.8,26,6653.5,GCLID_707276AA63504D89,google,cpc,spring_offers,ad_2,gcp training,10
2026-05-15,170506,ABC Marketing,7238,Electronics Festival,Display,8286,Shopping,cloud engineer,Broad,Mobile,India,19427,2237,11.52,2.49,5570.13,152,37255.57,GCLID_866A6E97FE8A456E,google,cpc,electronics_festival,ad_9,credit card,9
2026-02-11,216382,ABC Marketing,3261,Performance Max,Performance Max,5599,Brand,digital marketing,Broad,Desktop,Germany,12013,887,7.39,0.42,372.54,56,11728.8,GCLID_F0F7AEDFCBAC4FDD,google,cpc,performance_max,ad_10,crm software,10
2026-02-26,214562,ABC Marketing,8025,Electronics Festival,Performance Max,6665,Performance,holiday packages,Exact,Tablet,United States,723,55,7.67,2.34,128.7,1,299.37,GCLID_D2AD3ADF779A43DA,google,cpc,electronics_festival,ad_5,credit card,9
2026-05-09,985146,ABC Marketing,5583,Electronics Festival,Search,7654,Remarketing,bigquery tutorial,Phrase,Tablet,India,16097,1081,6.72,4.1,4432.1,105,11300.31,GCLID_294541EE38354EE2,google,cpc,electronics_festival,ad_7,cheap mobile,5
2026-01-04,211557,ABC Marketing,5431,Education Campaign,Shopping,9114,Shopping,cloud engineer,Broad,Tablet,Singapore,12471,828,6.64,2.72,2252.16,31,6669.8,GCLID_B1D28FE81BF146B5,google,cpc,education_campaign,ad_10,digital marketing,5
2026-06-25,474806,ABC Marketing,9290,Cyber Monday,Display,6760,Brand,gcp training,Exact,Tablet,India,16243,1153,7.1,0.72,830.16,93,29376.61,GCLID_081FE8CCB0274055,google,cpc,cyber_monday,ad_10,insurance,9
2026-03-22,170968,ABC Marketing,2321,Black Friday,Display,8201,Search,buy laptop,Exact,Tablet,India,16532,930,5.63,4.54,4222.2,20,7514.56,GCLID_20594BE6B64A47C8,google,cpc,black_friday,ad_9,digital marketing,5
2026-06-05,694339,ABC Marketing,4487,Performance Max,Performance Max,8505,Brand,airflow course,Exact,Mobile,United States,15802,1005,6.36,2.2,2211.0,44,20768.87,GCLID_F10917A37EC545FD,google,cpc,performance_max,ad_3,health insurance,7
2026-02-24,129074,ABC Marketing,2425,Electronics Festival,Shopping,6089,Performance,insurance,Phrase,Tablet,United States,5407,313,5.79,2.4,751.2,28,7521.05,GCLID_B2730AF6FD504FE3,google,cpc,electronics_festival,ad_10,airflow course,7
2026-06-29,877796,ABC Marketing,7653,Spring Offers,Display,8975,Shopping,health insurance,Phrase,Mobile,United Kingdom,7943,326,4.11,5.49,1789.74,29,10764.07,GCLID_14688B185A4A490C,google,cpc,spring_offers,ad_5,bigquery tutorial,9
2026-01-21,842711,ABC Marketing,1382,Display Campaign,Performance Max,8291,Shopping,mobile phones,Broad,Tablet,United States,1022,82,8.05,2.23,182.86,1,325.81,GCLID_52876E5F08C24723,google,cpc,display_campaign,ad_8,credit card,7
2026-01-02,730187,ABC Marketing,1853,Fashion Week,Search,7133,Performance,bigquery tutorial,Broad,Mobile,United Kingdom,11029,252,2.29,5.4,1360.8,11,905.06,GCLID_55EEDDD02F8D4ECD,google,cpc,fashion_week,ad_7,airflow course,8
2026-06-14,518659,ABC Marketing,4562,Performance Max,Display,8522,Display,insurance,Phrase,Mobile,India,19552,1986,10.16,2.13,4230.18,0,0.0,GCLID_C86F5FCD2C7047F5,google,cpc,performance_max,ad_5,insurance,5
2026-05-24,387413,ABC Marketing,7374,Education Campaign,Display,7320,Performance,buy laptop,Phrase,Tablet,United Kingdom,6156,549,8.92,0.25,137.25,10,1420.9,GCLID_193253A9030E48BD,google,cpc,education_campaign,ad_8,gaming laptop,8
2026-05-04,988946,ABC Marketing,1891,Healthcare Campaign,Display,6750,Performance,buy laptop,Phrase,Tablet,Germany,19597,1810,9.24,1.57,2841.7,91,7218.45,GCLID_DF314AF3C57A4111,google,cpc,healthcare_campaign,ad_6,health insurance,7
2026-04-06,650242,ABC Marketing,7307,Black Friday,Performance Max,7606,Brand,credit card,Phrase,Tablet,India,1459,133,9.15,2.39,317.87,4,1339.58,GCLID_DC1F5CA56A0E48E5,google,cpc,black_friday,ad_8,digital marketing,7
2026-04-27,448113,ABC Marketing,9058,Summer Sale,Performance Max,7119,Remarketing,gcp training,Phrase,Tablet,United States,3362,150,4.48,4.72,708.0,11,4834.26,GCLID_29EC31F53FE14DA1,google,cpc,summer_sale,ad_10,credit card,4
2026-02-12,989289,ABC Marketing,5513,Mobile App Install,Search,7315,Performance,insurance,Phrase,Mobile,Canada,10067,714,7.1,0.84,599.76,50,19249.28,GCLID_9323D5EB7AFA411D,google,cpc,mobile_app_install,ad_2,gcp training,4
2026-04-20,814359,ABC Marketing,6421,Cyber Monday,Performance Max,9038,Video,gcp training,Broad,Mobile,Australia,14067,218,1.55,3.6,784.8,4,441.95,GCLID_0C3904C8F4994058,google,cpc,cyber_monday,ad_4,gaming laptop,7
2026-05-14,810228,ABC Marketing,1695,Mobile App Install,Performance Max,7953,Brand,airflow course,Exact,Mobile,India,3286,354,10.79,4.37,1546.98,4,737.86,GCLID_FEE0F89DD4524E2B,google,cpc,mobile_app_install,ad_10,credit card,4
2026-05-18,586885,ABC Marketing,6937,Phone Launch,Performance Max,7254,Search,credit card,Broad,Tablet,United Kingdom,2621,270,10.32,1.38,372.6,21,5523.79,GCLID_AFF9602C2CAD4954,google,cpc,phone_launch,ad_8,buy laptop,7
2026-04-10,692182,ABC Marketing,5859,Real Estate Leads,Search,6863,Video,buy laptop,Phrase,Desktop,United Kingdom,8849,388,4.39,2.71,1051.48,4,294.11,GCLID_61E89F80270D47BC,google,cpc,real_estate_leads,ad_7,credit card,6
2026-03-14,292978,ABC Marketing,8649,Black Friday,Search,9806,Display,mobile phones,Broad,Tablet,India,10501,946,9.01,1.94,1835.24,61,23004.83,GCLID_88FCA2BA31E644AA,google,cpc,black_friday,ad_2,credit card,8
2026-06-10,241271,ABC Marketing,5721,Performance Max,Search,6348,Performance,health insurance,Phrase,Mobile,Singapore,19198,1914,9.97,1.41,2698.74,85,11051.88,GCLID_9F5B188EE99347EA,google,cpc,performance_max,ad_1,health insurance,8
2026-01-01,842428,ABC Marketing,3494,Loan Promotion,Shopping,7488,Search,cheap mobile,Broad,Tablet,India,12945,717,5.54,4.22,3025.74,5,1681.78,GCLID_9FAAE855DE284F71,google,cpc,loan_promotion,ad_1,cheap mobile,8
2026-04-05,932588,ABC Marketing,5166,Travel Deals,Display,8798,Brand,cloud engineer,Exact,Desktop,Singapore,1205,32,2.7,2.19,70.08,0,0.0,GCLID_8F2B83DE49784104,google,cpc,travel_deals,ad_1,holiday packages,8
2026-04-21,631609,ABC Marketing,9370,Mobile App Install,Search,5207,Brand,airflow course,Phrase,Tablet,Singapore,4569,484,10.61,3.04,1471.36,26,5047.69,GCLID_6B27A1C9FB354C8C,google,cpc,mobile_app_install,ad_7,buy laptop,8
2026-04-09,389970,ABC Marketing,2536,Mobile App Install,Display,8983,Display,gaming laptop,Exact,Desktop,India,3680,429,11.67,4.13,1771.77,23,2470.89,GCLID_103C72F47CC54C14,google,cpc,mobile_app_install,ad_4,cheap mobile,7
2026-04-19,628689,ABC Marketing,1543,Fashion Week,Display,9983,Remarketing,python course,Phrase,Tablet,Canada,8689,620,7.14,2.35,1457.0,14,5458.81,GCLID_CFE0D5DA2AD843AA,google,cpc,fashion_week,ad_10,digital marketing,10
2026-03-30,944930,ABC Marketing,9012,Fashion Week,Search,5465,Remarketing,health insurance,Broad,Tablet,Singapore,10888,1093,10.04,5.15,5628.95,109,19659.1,GCLID_3DDCA76B10B74CCB,google,cpc,fashion_week,ad_4,mobile phones,5
2026-04-20,145496,ABC Marketing,7733,Spring Offers,Display,7016,Video,digital marketing,Phrase,Tablet,Germany,1165,102,8.82,4.97,506.94,1,447.94,GCLID_FFCC449138CE4AC5,google,cpc,spring_offers,ad_7,cheap mobile,6
2026-02-22,619755,ABC Marketing,5225,Summer Sale,Display,6016,Performance,credit card,Broad,Tablet,Australia,12621,254,2.02,4.4,1117.6,0,0.0,GCLID_A29B99BC638A4819,google,cpc,summer_sale,ad_9,crm software,9
2026-04-25,197769,ABC Marketing,6928,Travel Deals,Shopping,7707,Shopping,credit card,Exact,Desktop,United Kingdom,1292,19,1.54,4.0,76.0,1,357.7,GCLID_4D04BAE44A74447B,google,cpc,travel_deals,ad_8,health insurance,7
2026-03-28,578746,ABC Marketing,9359,Mobile App Install,Shopping,5056,Video,python course,Broad,Tablet,Singapore,13487,1391,10.32,3.93,5466.63,16,4765.6,GCLID_47568EF8E8AD41F1,google,cpc,mobile_app_install,ad_1,gcp training,8
2026-01-05,994395,ABC Marketing,4525,Phone Launch,Display,8192,Performance,gaming laptop,Phrase,Desktop,Singapore,19646,1534,7.81,5.44,8344.96,91,32985.81,GCLID_EA432424CAF3426B,google,cpc,phone_launch,ad_2,buy laptop,6
2026-01-09,350394,ABC Marketing,4717,Electronics Festival,Search,6328,Remarketing,health insurance,Phrase,Mobile,Australia,3278,164,5.01,1.51,247.64,16,5584.52,GCLID_C6D0FE4ED0574745,google,cpc,electronics_festival,ad_7,bigquery tutorial,10
2026-01-14,753051,ABC Marketing,2087,Healthcare Campaign,Search,8848,Brand,credit card,Exact,Tablet,Singapore,273,15,5.67,1.76,26.4,0,0.0,GCLID_C7C48EC39E5B429E,google,cpc,healthcare_campaign,ad_3,credit card,7
2026-01-10,312493,ABC Marketing,5230,Electronics Festival,Display,7319,Performance,gcp training,Broad,Mobile,Germany,17374,821,4.73,0.81,665.01,80,35730.15,GCLID_85CD9A8FDBA247D5,google,cpc,electronics_festival,ad_1,buy laptop,6
2026-05-17,337970,ABC Marketing,4592,Travel Deals,Shopping,9854,Remarketing,insurance,Exact,Mobile,Canada,11330,1130,9.98,5.31,6000.3,5,1354.04,GCLID_55C942456DA04F58,google,cpc,travel_deals,ad_1,health insurance,6
2026-06-09,822294,ABC Marketing,4015,Insurance Campaign,Performance Max,6679,Shopping,mobile phones,Exact,Tablet,Singapore,13280,1447,10.9,5.28,7640.16,53,24487.94,GCLID_6DBE464FAEAA45B4,google,cpc,insurance_campaign,ad_4,holiday packages,4
2026-01-26,781423,ABC Marketing,7542,Remarketing,Shopping,5403,Shopping,gaming laptop,Phrase,Desktop,Singapore,2191,216,9.88,0.93,200.88,13,1980.49,GCLID_89F6B5B0E7AF4459,google,cpc,remarketing,ad_1,python course,7
2026-01-26,389343,ABC Marketing,9376,Laptop Promotion,Display,8155,Performance,gaming laptop,Exact,Desktop,Australia,2098,194,9.26,2.34,453.96,13,1476.3,GCLID_E6A48A34293B4ECA,google,cpc,laptop_promotion,ad_7,crm software,6
2026-06-24,262662,ABC Marketing,5562,Cyber Monday,Search,5748,Shopping,cloud engineer,Broad,Mobile,Canada,8217,115,1.41,3.28,377.2,10,3666.15,GCLID_4165E51C73F34D3D,google,cpc,cyber_monday,ad_7,cloud engineer,6
2026-01-27,458791,ABC Marketing,3166,Spring Offers,Search,9753,Brand,credit card,Phrase,Tablet,United Kingdom,3791,332,8.78,4.41,1464.12,10,4484.22,GCLID_280BA3AD6DC74588,google,cpc,spring_offers,ad_7,buy laptop,10
2026-01-26,343906,ABC Marketing,2535,Laptop Promotion,Search,6970,Brand,gaming laptop,Exact,Tablet,Australia,1392,85,6.17,4.79,407.15,5,1982.23,GCLID_0AA471E220E84E96,google,cpc,laptop_promotion,ad_9,crm software,9
2026-01-03,804068,ABC Marketing,8739,Display Campaign,Shopping,8103,Performance,cloud engineer,Phrase,Mobile,United States,6473,301,4.66,1.76,529.76,4,1037.9,GCLID_DD2C497933BA48A2,google,cpc,display_campaign,ad_8,buy laptop,9
2026-05-11,913330,ABC Marketing,6961,Performance Max,Search,8560,Search,insurance,Broad,Desktop,India,8409,1004,11.95,0.92,923.68,52,20755.53,GCLID_5F00AB10ACF84F73,google,cpc,performance_max,ad_2,holiday packages,7
2026-03-26,981820,ABC Marketing,5519,Mobile App Install,Search,7005,Display,cloud engineer,Exact,Mobile,India,4436,404,9.12,3.07,1240.28,5,1020.88,GCLID_195C9A1B849648F1,google,cpc,mobile_app_install,ad_7,holiday packages,5
2026-01-19,754005,ABC Marketing,4002,Education Campaign,Search,8852,Remarketing,holiday packages,Broad,Tablet,India,5186,259,5.0,3.21,831.39,4,728.47,GCLID_C33EEDBB990A4FE7,google,cpc,education_campaign,ad_9,health insurance,5
2026-03-15,438829,ABC Marketing,4152,Healthcare Campaign,Search,6355,Performance,gcp training,Exact,Desktop,Singapore,16054,1057,6.59,1.2,1268.4,16,3925.01,GCLID_5B0D8B06C74E42D7,google,cpc,healthcare_campaign,ad_1,gaming laptop,7
2026-05-23,712808,ABC Marketing,4688,Insurance Campaign,Performance Max,9440,Brand,cloud engineer,Broad,Desktop,Australia,491,53,10.87,4.8,254.4,0,0.0,GCLID_5E81FF2FDA664231,google,cpc,insurance_campaign,ad_6,digital marketing,4
2026-03-08,934086,ABC Marketing,1683,Mobile App Install,Search,5494,Remarketing,holiday packages,Exact,Desktop,Singapore,17570,1841,10.48,3.63,6682.83,119,10776.7,GCLID_4FC911FFC5584E4D,google,cpc,mobile_app_install,ad_3,credit card,5
2026-04-24,273281,ABC Marketing,5867,Cyber Monday,Shopping,7940,Performance,buy laptop,Broad,Tablet,United Kingdom,13779,591,4.29,5.33,3150.03,14,6357.89,GCLID_6D6F08EC9D1C409C,google,cpc,cyber_monday,ad_5,cloud engineer,9
2026-02-08,989694,ABC Marketing,6228,Performance Max,Display,8874,Shopping,airflow course,Phrase,Desktop,United States,9275,1070,11.54,3.3,3531.0,23,7779.27,GCLID_D8C365A291CD4988,google,cpc,performance_max,ad_8,cheap mobile,9
2026-03-15,476824,ABC Marketing,5694,Black Friday,Performance Max,6100,Shopping,buy laptop,Phrase,Mobile,United States,9533,670,7.03,1.48,991.6,44,12164.11,GCLID_8A7C061D9A544F6F,google,cpc,black_friday,ad_6,mobile phones,8
2026-01-26,869794,ABC Marketing,9673,Insurance Campaign,Search,6800,Remarketing,cloud engineer,Phrase,Tablet,Canada,11562,804,6.96,1.99,1599.96,73,12634.66,GCLID_48C3420181EA4123,google,cpc,insurance_campaign,ad_10,gcp training,8
2026-01-18,333945,ABC Marketing,1895,Black Friday,Display,6186,Brand,gaming laptop,Broad,Desktop,India,18281,855,4.68,3.93,3360.15,13,5652.32,GCLID_D90E970EB6954EF4,google,cpc,black_friday,ad_7,cheap mobile,10
2026-06-23,204756,ABC Marketing,1493,Performance Max,Display,9924,Video,airflow course,Broad,Desktop,India,13848,350,2.53,5.21,1823.5,29,3322.44,GCLID_40F6FB54DE634E32,google,cpc,performance_max,ad_6,mobile phones,5
2026-06-06,673046,ABC Marketing,9988,Mobile App Install,Performance Max,5618,Search,python course,Phrase,Tablet,Canada,16503,338,2.05,5.46,1845.48,28,1867.48,GCLID_1FE727AB2ECA442A,google,cpc,mobile_app_install,ad_4,gaming laptop,3
2026-05-13,787532,ABC Marketing,2265,Travel Deals,Shopping,6710,Video,insurance,Phrase,Desktop,United States,1976,137,6.96,2.22,304.14,6,2665.35,GCLID_85B8B1C7F81A4308,google,cpc,travel_deals,ad_4,crm software,6
2026-03-10,694951,ABC Marketing,6093,Laptop Promotion,Performance Max,7946,Brand,mobile phones,Exact,Desktop,India,7008,366,5.23,4.3,1573.8,36,7676.04,GCLID_59B191021C1A49C1,google,cpc,laptop_promotion,ad_9,bigquery tutorial,8
2026-06-03,191840,ABC Marketing,7696,Electronics Festival,Display,5466,Performance,cloud engineer,Phrase,Desktop,Australia,1784,109,6.14,1.33,144.97,5,1613.53,GCLID_0C325E4E7E144C8D,google,cpc,electronics_festival,ad_6,credit card,6
2026-02-07,574071,ABC Marketing,3184,Fashion Week,Shopping,5274,Shopping,buy laptop,Broad,Desktop,Germany,4338,62,1.44,3.45,213.9,3,200.29,GCLID_3C3E7446BB37423E,google,cpc,fashion_week,ad_9,holiday packages,3
2026-02-03,252815,ABC Marketing,8847,Brand Search,Display,7559,Video,python course,Exact,Tablet,United States,15684,787,5.02,5.01,3942.87,65,29052.58,GCLID_4EEF097E9C634119,google,cpc,brand_search,ad_8,bigquery tutorial,8
2026-03-11,155695,ABC Marketing,6754,Performance Max,Display,9424,Shopping,mobile phones,Phrase,Tablet,Australia,16649,1028,6.18,4.56,4687.68,61,15106.4,GCLID_DDBFD81E917C4E80,google,cpc,performance_max,ad_1,airflow course,6
2026-04-14,598636,ABC Marketing,3319,Insurance Campaign,Search,6662,Shopping,cloud engineer,Broad,Tablet,United Kingdom,15854,1709,10.78,4.54,7758.86,113,52693.19,GCLID_278DDCDF45A34D38,google,cpc,insurance_campaign,ad_10,holiday packages,9
2026-05-04,651856,ABC Marketing,3386,Travel Deals,Display,6613,Brand,gcp training,Phrase,Tablet,Singapore,12197,1230,10.09,0.67,824.1,24,6178.45,GCLID_09853160FD104C23,google,cpc,travel_deals,ad_1,mobile phones,6
2026-04-05,808835,ABC Marketing,4794,Loan Promotion,Performance Max,7559,Remarketing,cheap mobile,Phrase,Tablet,Germany,10129,155,1.54,1.0,155.0,4,1052.62,GCLID_55B9DE3E95104469,google,cpc,loan_promotion,ad_8,cloud engineer,7
2026-05-18,338474,ABC Marketing,7210,Healthcare Campaign,Search,9437,Video,gaming laptop,Exact,Tablet,Singapore,11200,814,7.27,3.2,2604.8,15,5801.35,GCLID_3D48896E7B83465B,google,cpc,healthcare_campaign,ad_10,crm software,6
2026-05-15,902707,ABC Marketing,2065,Mobile App Install,Performance Max,7910,Performance,python course,Broad,Mobile,Germany,5545,67,1.22,3.37,225.79,2,738.59,GCLID_7AFDCB1A9928492B,google,cpc,mobile_app_install,ad_10,cheap mobile,5
2026-02-19,153253,ABC Marketing,9914,Summer Sale,Performance Max,6641,Brand,cloud engineer,Phrase,Desktop,Singapore,11611,527,4.54,5.05,2661.35,1,128.51,GCLID_2FD91CDC4C6E4812,google,cpc,summer_sale,ad_9,cloud engineer,3
2026-05-09,910665,ABC Marketing,4430,Travel Deals,Performance Max,6705,Search,insurance,Exact,Tablet,United States,6618,766,11.58,1.52,1164.32,14,3918.72,GCLID_742B3C1631F84674,google,cpc,travel_deals,ad_6,bigquery tutorial,9
2026-01-06,406169,ABC Marketing,9255,Phone Launch,Display,6976,Shopping,credit card,Exact,Tablet,Singapore,15351,1805,11.76,1.39,2508.95,161,55058.34,GCLID_33D081CB8B184E3E,google,cpc,phone_launch,ad_8,digital marketing,8
2026-01-17,660343,ABC Marketing,9373,Electronics Festival,Search,8193,Brand,gcp training,Exact,Tablet,Canada,310,17,5.77,4.73,80.41,1,82.4,GCLID_CD2C813F18BE44C7,google,cpc,electronics_festival,ad_4,cheap mobile,4
2026-04-25,365176,ABC Marketing,7407,Summer Sale,Performance Max,6673,Video,health insurance,Phrase,Mobile,Germany,9127,255,2.8,2.35,599.25,6,506.71,GCLID_AC3E5C80AB2241A6,google,cpc,summer_sale,ad_8,bigquery tutorial,4
2026-02-01,594071,ABC Marketing,7955,Loan Promotion,Shopping,7620,Video,mobile phones,Exact,Tablet,United Kingdom,5729,342,5.97,4.7,1607.4,16,1739.61,GCLID_CB2C03163E7F4B1C,google,cpc,loan_promotion,ad_10,cheap mobile,9
2026-06-14,224738,ABC Marketing,9548,Mobile App Install,Shopping,8409,Performance,credit card,Broad,Desktop,United States,4850,306,6.31,1.76,538.56,3,868.05,GCLID_0A7346A20A01441D,google,cpc,mobile_app_install,ad_4,cheap mobile,9
2026-02-05,959942,ABC Marketing,6026,Electronics Festival,Performance Max,5483,Brand,airflow course,Exact,Tablet,Canada,16443,490,2.98,0.45,220.5,15,1553.94,GCLID_606F20A56096499A,google,cpc,electronics_festival,ad_10,python course,4
2026-06-03,136244,ABC Marketing,1131,Cyber Monday,Display,7873,Video,gaming laptop,Broad,Tablet,India,6509,102,1.58,1.78,181.56,5,2401.79,GCLID_C58D9C3EF5EA4681,google,cpc,cyber_monday,ad_8,airflow course,3
2026-04-17,353880,ABC Marketing,1035,Cyber Monday,Display,5442,Shopping,bigquery tutorial,Broad,Tablet,Australia,18237,576,3.16,3.81,2194.56,52,4150.89,GCLID_E375DC23CD1E4791,google,cpc,cyber_monday,ad_7,crm software,7
2026-02-07,761377,ABC Marketing,6782,Black Friday,Performance Max,9997,Video,airflow course,Exact,Desktop,Germany,4935,444,9.0,1.66,737.04,25,9065.67,GCLID_172EE47912484C1A,google,cpc,black_friday,ad_4,insurance,4
2026-06-06,729773,ABC Marketing,4030,Real Estate Leads,Shopping,8298,Display,mobile phones,Exact,Desktop,India,13918,1638,11.77,4.58,7502.04,13,2357.66,GCLID_2F16CC35DA404B1A,google,cpc,real_estate_leads,ad_1,gaming laptop,5
2026-01-15,268333,ABC Marketing,8520,Mobile App Install,Performance Max,5590,Shopping,mobile phones,Phrase,Tablet,India,3188,154,4.85,5.46,840.84,0,0.0,GCLID_7B27AF6EEAF445F5,google,cpc,mobile_app_install,ad_9,gcp training,6
2026-02-05,793664,ABC Marketing,3391,Remarketing,Display,5698,Brand,cloud engineer,Exact,Mobile,United Kingdom,8140,199,2.45,1.66,330.34,11,1093.52,GCLID_5FC9F5C6FA384DE1,google,cpc,remarketing,ad_7,credit card,4
2026-03-28,559254,ABC Marketing,1352,Fashion Week,Performance Max,8474,Display,cheap mobile,Exact,Mobile,India,9087,1044,11.49,2.72,2839.68,46,10759.28,GCLID_08538E59431A42D6,google,cpc,fashion_week,ad_6,buy laptop,5
2026-06-16,226116,ABC Marketing,2999,Phone Launch,Shopping,5567,Search,digital marketing,Phrase,Mobile,Canada,2202,90,4.12,0.64,57.6,0,0.0,GCLID_2DCA13F7358B4366,google,cpc,phone_launch,ad_9,credit card,3
2026-03-11,365870,ABC Marketing,6887,Cyber Monday,Search,8074,Search,gcp training,Phrase,Mobile,Canada,913,77,8.51,1.55,119.35,1,161.34,GCLID_30D5E42ED48F4CFC,google,cpc,cyber_monday,ad_8,buy laptop,5
2026-02-16,755585,ABC Marketing,4653,Display Campaign,Display,6997,Brand,health insurance,Phrase,Mobile,Germany,7236,665,9.2,3.74,2487.1,66,4028.57,GCLID_3270FAD0F3B64263,google,cpc,display_campaign,ad_9,gcp training,8
2026-05-08,162924,ABC Marketing,2995,Spring Offers,Display,7595,Video,bigquery tutorial,Broad,Tablet,United States,6774,713,10.54,5.43,3871.59,45,4695.26,GCLID_D57576AC2F1F44F2,google,cpc,spring_offers,ad_6,mobile phones,8
2026-05-10,595484,ABC Marketing,3018,Summer Sale,Display,5107,Performance,cheap mobile,Phrase,Desktop,Germany,4514,176,3.91,3.25,572.0,7,2100.62,GCLID_E12559E3BA55491B,google,cpc,summer_sale,ad_1,holiday packages,4
